id,ndex,species,forme,dex1,dex2,type1_id,type2_id,ability1_id,ability2_id,hidden_ability_id,hp,attack,defense,spattack,spdefense,speed,total,weight,height,class,percent_male,percent_female,egg_group1,egg_group2,image_url
708,708,Phantump,Phantump,These Pokémon are stumps possessed by the spirits of children who died in the forest. Their cries sound like eerie screams.,"According to legend, medicine to cure any illness can be made by plucking the green leaves on its head, brewing them, and boiling down the liquid.",14,5,30,119,139,43,70,48,50,60,38,309,15.4,1.0,Stump Pokémon,0.5,0.5,Grass,Amorphous,708.png
709,709,Trevenant,Trevenant,"This Pokémon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness.","Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.",14,5,30,119,139,85,110,76,65,82,56,474,156.5,4.0,Elder Tree Pokémon,0.5,0.5,Grass,Amorphous,709.png
710,710,Pumpkaboo,Pumpkaboo (Average Size),"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",It is said to carry wandering spirits to the place where they belong so they can move on.,14,5,53,119,15,49,66,70,44,55,51,335,11.0,1.0,Pumpkin Pokémon,0.5,0.5,Amorphous,,710.png
711,711,Gourgeist,Gourgeist (Average Size),"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.,14,5,53,119,15,65,90,122,58,75,84,494,27.6,2.0,Pumpkin Pokémon,0.5,0.5,Amorphous,,711.png
712,712,Bergmite,Bergmite,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",6,,20,115,5,55,69,85,32,35,28,304,219.4,3.0,Ice Chunk Pokémon,0.5,0.5,Monster,,712.png
713,713,Avalugg,Avalugg,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,6,,20,115,5,95,117,184,44,46,28,514,1113.3,6.0,Iceberg Pokémon,0.5,0.5,Monster,,713.png
714,714,Noibat,Noibat,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.","Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",10,15,119,151,140,40,30,35,45,40,55,245,17.6,1.0,Sound Wave Pokémon,0.5,0.5,Flying,,714.png
715,715,Noivern,Noivern,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,10,15,119,151,140,85,70,80,97,80,123,535,187.4,4.0,Sound Wave Pokémon,0.5,0.5,Flying,,715.png
716,716,Xerneas,Xerneas (Neutral Mode),Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",18,,187,,,126,131,95,131,98,99,680,474.0,9.0,Life Pokémon,,,Undiscovered,,716.png
717,717,Yveltal,Yveltal,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.","When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",16,10,186,,,126,131,95,131,98,99,680,447.5,19.0,Destruction Pokémon,,,Undiscovered,,717.png
718,718,Zygarde,Zygarde (50% Forme),"This is Zygarde’s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,15,9,188,,,108,100,121,81,95,95,600,672.4,16.0,Order Pokémon,,,Undiscovered,,718.png
719,719,Diancie,Diancie,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",It can instantly create many diamonds by compressing the carbon in the air between its hands.,13,18,29,,,50,100,150,100,150,50,600,19.4,2.0,Jewel Pokémon,,,Undiscovered,,719.png
720,720,Hoopa,Hoopa (Hoopa Confined),"This troublemaker sends anything and everything to faraway places using its loop, which can warp space.",It gathers things it likes and passes them through its loop to teleport them to a secret place.,11,14,170,,,80,110,60,150,130,70,600,19.8,1.0,Mischief Pokémon,,,Undiscovered,,720.png
721,721,Volcanion,Volcanion,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,2,3,11,,,80,110,120,130,90,70,600,429.9,5.0,Steam Pokémon,,,Undiscovered,,721.png
722,722,Rowlet,Rowlet,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.","Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.",5,10,65,65,203,68,55,55,50,50,42,320,3.3,1.0,Grass Quill Pokémon,0.875,0.125,Flying,,722.png
723,723,Dartrix,Dartrix,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,5,10,65,65,203,78,75,75,70,70,52,420,35.3,2.0,Blade Quill Pokémon,0.875,0.125,Flying,,723.png
724,724,Decidueye,Decidueye,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.","Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",5,14,65,65,203,78,107,75,100,100,70,530,80.7,5.0,Arrow Quill Pokémon,0.875,0.125,Flying,,724.png
725,725,Litten,Litten,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,2,,66,66,22,45,65,40,60,40,70,320,9.5,1.0,Fire Cat Pokémon,0.875,0.125,Field,,725.png
726,726,Torracat,Torracat,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.","It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",2,,66,66,22,65,85,50,80,50,90,420,55.1,2.0,Fire Cat Pokémon,0.875,0.125,Field,,726.png
727,727,Incineroar,Incineroar,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.","After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",2,16,66,66,22,95,115,90,80,90,60,530,183.0,5.0,Heel Pokémon,0.875,0.125,Field,,727.png
728,728,Popplio,Popplio,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,3,,67,67,204,50,54,54,66,56,40,320,16.5,1.0,Sea Lion Pokémon,0.875,0.125,Water 1,Field,728.png
729,729,Brionne,Brionne,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.","It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",3,,67,67,204,60,69,69,91,81,50,420,38.6,2.0,Pop Star Pokémon,0.875,0.125,Water 1,Field,729.png
730,730,Primarina,Primarina,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,3,18,67,67,204,80,74,74,126,116,60,530,97.0,5.0,Soloist Pokémon,0.875,0.125,Water 2,Field,730.png
731,731,Pikipek,Pikipek,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",1,10,51,92,53,35,75,30,30,30,65,265,2.6,1.0,Woodpecker Pokémon,0.5,0.5,Flying,,731.png
732,732,Trumbeak,Trumbeak,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.","By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",1,10,51,92,53,55,85,50,40,50,75,355,32.6,2.0,Bugle Beak Pokémon,0.5,0.5,Flying,,732.png
733,733,Toucannon,Toucannon,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.","Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",1,10,51,92,125,80,120,75,75,75,60,485,57.3,3.0,Cannon Pokémon,0.5,0.5,Flying,,733.png
734,734,Yungoos,Yungoos,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.","It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",1,,198,173,91,48,70,30,30,30,45,253,13.2,1.0,Loitering Pokémon,0.5,0.5,Field,,734.png
735,735,Gumshoos,Gumshoos,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.","It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",1,,198,173,91,88,110,60,55,60,45,418,31.3,2.0,Stakeout Pokémon,0.5,0.5,Field,,735.png
736,736,Grubbin,Grubbin,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,12,,68,68,68,47,62,45,55,45,46,300,9.7,1.0,Larva Pokémon,0.5,0.5,Bug,,736.png
737,737,Charjabug,Charjabug,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.","From the food it digests, it generates electricity, and it stores this energy in its electric sac.",12,4,217,217,217,57,82,95,55,75,36,400,23.1,1.0,Battery Pokémon,0.5,0.5,Bug,,737.png
738,738,Vikavolt,Vikavolt,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,12,4,26,26,26,77,70,90,145,75,43,500,99.2,4.0,Stag Beetle Pokémon,0.5,0.5,Bug,,738.png
739,739,Crabrawler,Crabrawler,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.","It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",7,,52,89,83,47,82,57,42,47,63,338,15.4,2.0,Boxing Pokémon,0.5,0.5,Water 3,,739.png
740,740,Crabominable,Crabominable,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.","It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",7,6,52,89,83,97,132,77,62,67,43,478,396.8,5.0,Woolly Crab Pokémon,0.5,0.5,Water 4,,740.png
741,741,Oricorio,Oricorio (Baile Style),"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.,2,10,216,216,216,75,70,70,98,70,93,476,7.5,2.0,Dancing Pokémon,0.25,0.75,Flying,,741.png
742,742,Cutiefly,Cutiefly,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,12,18,118,19,175,40,45,40,55,40,84,304,0.4,0.0,Bee Fly Pokémon,0.5,0.5,Bug,Fairy,742.png
743,743,Ribombee,Ribombee,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,12,18,118,19,175,60,55,60,95,70,124,464,1.1,0.0,Bee Fly Pokémon,0.5,0.5,Bug,Fairy,743.png
744,744,Rockruff,Rockruff,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,13,,51,72,80,45,65,40,30,40,60,280,20.3,1.0,Puppy Pokémon,0.5,0.5,Field,,744.png
745,745,Lycanroc,Lycanroc (Midday Form),"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.","When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer.",13,,51,146,80,75,115,65,55,65,112,487,55.1,2.0,Wolf Pokémon,0.5,0.5,Field,,745.png
746,746,Wishiwashi,Wishiwashi (Solo Form),"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.","It’s awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson.",3,,208,208,208,45,20,20,25,25,40,175,0.7,0.0,Small Fry Pokémon,0.5,0.5,Water 2,,746.png
